Date,Open,High,Low,Close,Adj Close,Volume
1994-06-07,19.125000,19.625000,19.125000,19.375000,6.022853,1595400
1994-06-08,19.375000,19.375000,19.125000,19.250000,5.983996,162400
1994-06-09,19.250000,19.250000,19.125000,19.250000,5.983996,76200
1994-06-10,19.250000,19.250000,19.000000,19.125000,5.945135,110500
1994-06-13,19.125000,19.125000,19.000000,19.125000,5.945135,51200
1994-06-14,19.125000,19.250000,19.125000,19.250000,5.983996,28100
1994-06-15,19.250000,19.500000,19.125000,19.250000,5.983996,96700
1994-06-16,19.250000,19.250000,19.125000,19.125000,5.945135,19800
1994-06-17,19.125000,19.250000,19.000000,19.000000,5.906283,56000
1994-06-20,19.000000,19.125000,19.000000,19.125000,5.945135,43500
1994-06-21,19.125000,19.125000,19.000000,19.000000,5.906283,34700
1994-06-22,19.000000,19.125000,19.000000,19.000000,5.906283,29500
1994-06-23,19.000000,19.125000,18.750000,18.750000,5.828564,67900
1994-06-24,18.625000,18.625000,18.125000,18.375000,5.711995,72500
1994-06-27,18.375000,18.375000,17.250000,17.875000,5.556567,70100
1994-06-28,17.875000,18.125000,17.500000,17.625000,5.478852,64700
1994-06-29,17.750000,18.125000,17.750000,17.875000,5.556567,25100
1994-06-30,17.875000,18.000000,17.625000,17.625000,5.478852,26100
1994-07-01,17.625000,17.750000,17.375000,17.750000,5.517711,25500
1994-07-05,17.750000,17.875000,17.750000,17.875000,5.556567,2900
1994-07-06,17.875000,17.875000,17.500000,17.625000,5.478852,33600
1994-07-07,17.625000,17.875000,17.625000,17.625000,5.478852,30500
1994-07-08,17.625000,17.875000,17.625000,17.625000,5.478852,30200
1994-07-11,17.625000,17.875000,17.500000,17.750000,5.517711,29300
1994-07-12,17.750000,17.875000,17.625000,17.750000,5.517711,11700
1994-07-13,17.750000,17.875000,17.625000,17.750000,5.517711,37800
1994-07-14,17.750000,17.875000,17.625000,17.875000,5.556567,24600
1994-07-15,17.875000,18.000000,17.875000,18.000000,5.595425,15000
1994-07-18,18.000000,18.000000,17.875000,18.000000,5.595425,22900
1994-07-19,18.000000,18.500000,18.000000,18.500000,5.750854,25700
1994-07-20,18.500000,18.500000,18.125000,18.250000,5.673137,15900
1994-07-21,18.250000,18.250000,18.000000,18.250000,5.673137,16000
1994-07-22,18.250000,18.500000,18.250000,18.375000,5.711995,18800
1994-07-25,18.375000,18.500000,18.250000,18.500000,5.750854,20100
1994-07-26,18.500000,18.625000,18.375000,18.500000,5.750854,14200
1994-07-27,18.375000,18.375000,18.125000,18.250000,5.673137,10100
1994-07-28,18.125000,18.125000,17.875000,17.875000,5.556567,9200
1994-07-29,17.875000,17.875000,17.625000,17.750000,5.517711,71400
